0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log,,,0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log
30340289,22382311,20398362,20191636,20290957,20081869,20206695,20217471,20206122,20137195,20140466,20166022,20157996,20218346,20212803,20269304,20318626,20266019,20453483,20433257,20493857,,,30340289,22382311,20398362,20191636,20290957,20081869,20206695,20217471,20206122,20137195,20140466,20166022,20157996,20218346,20212803,20269304,20318626,20266019,20453483,20433257,20493857
30340688,22382330,20400947,20192626,20291368,20085537,20207482,20217501,20206167,20137298,20141852,20166700,20158053,20218841,20213753,20270519,20318751,20268666,20453813,20435962,20494031,,,30340688,22382330,20400947,20192626,20291368,20085537,20207482,20217501,20206167,20137298,20141852,20166700,20158053,20218841,20213753,20270519,20318751,20268666,20453813,20435962,20494031
30341273,22382529,20407045,20192983,20296262,20085728,20208437,20217803,20206340,20139081,20142151,20168843,20159882,20219515,20213976,20270553,20319241,20271777,20455623,20436928,20494981,,,30341273,22382529,20407045,20192983,20296262,20085728,20208437,20217803,20206340,20139081,20142151,20168843,20159882,20219515,20213976,20270553,20319241,20271777,20455623,20436928,20494981
30342635,22382772,20440237,20194154,20297629,20085807,20209479,20218305,20207610,20140492,20142265,20170217,20161040,20220119,20214847,20271436,20320448,20272659,20455678,20442811,20498502,,,30342635,22382772,20440237,20194154,20297629,20085807,20209479,20218305,20207610,20140492,20142265,20170217,20161040,20220119,20214847,20271436,20320448,20272659,20455678,20442811,20498502
30342828,22383368,20443735,20194203,20297898,20087592,20209505,20218362,20208512,20140763,20143185,20173132,20162339,20220272,20215788,20271804,20321903,20272720,20456088,20443695,20499247,,,30342828,22383368,20443735,20194203,20297898,20087592,20209505,20218362,20208512,20140763,20143185,20173132,20162339,20220272,20215788,20271804,20321903,20272720,20456088,20443695,20499247
30343223,22383958,20449917,20196298,20298650,20088191,20209698,20218570,20209122,20141444,20143473,20173313,20162679,20221385,20217651,20273838,20323084,20272822,20456299,20444086,20500314,,,30343223,22383958,20449917,20196298,20298650,20088191,20209698,20218570,20209122,20141444,20143473,20173313,20162679,20221385,20217651,20273838,20323084,20272822,20456299,20444086,20500314
30343417,22386250,20456452,20196520,20299310,20090758,20209864,20218573,20209941,20142478,20144313,20173389,20162785,20223088,20217879,20274697,20324911,20273486,20457005,20444148,20502496,,,30343417,22386250,20456452,20196520,20299310,20090758,20209864,20218573,20209941,20142478,20144313,20173389,20162785,20223088,20217879,20274697,20324911,20273486,20457005,20444148,20502496
30343812,22386819,20459026,20196531,20303702,20091563,20210507,20218812,20210766,20142834,20144683,20174305,20163522,20226253,20219453,20275169,20328178,20274595,20460701,20447954,20502841,,,30343812,22386819,20459026,20196531,20303702,20091563,20210507,20218812,20210766,20142834,20144683,20174305,20163522,20226253,20219453,20275169,20328178,20274595,20460701,20447954,20502841
30344328,22386918,20459706,20197723,20303962,20092234,20210851,20219447,20210923,20143004,20145156,20175460,20163540,20228106,20221030,20278037,20329388,20274880,20462970,20448503,20503809,,,30344328,22386918,20459706,20197723,20303962,20092234,20210851,20219447,20210923,20143004,20145156,20175460,20163540,20228106,20221030,20278037,20329388,20274880,20462970,20448503,20503809
30344966,22386947,20462321,20198479,20306196,20093476,20211531,20219938,20212120,20143122,20145607,20175593,20164035,20228881,20222064,20278141,20330435,20275110,20467279,20449088,20504715,,,30344966,22386947,20462321,20198479,20306196,20093476,20211531,20219938,20212120,20143122,20145607,20175593,20164035,20228881,20222064,20278141,20330435,20275110,20467279,20449088,20504715
30345879,22387076,20468047,20198832,20307454,20093750,20212234,20220289,20212480,20143140,20145840,20175737,20165466,20230843,20222475,20282794,20332016,20277199,20472055,20452079,20507719,,,30345879,22387076,20468047,20198832,20307454,20093750,20212234,20220289,20212480,20143140,20145840,20175737,20165466,20230843,20222475,20282794,20332016,20277199,20472055,20452079,20507719
30347808,22388139,20486335,20199615,20310457,20093766,20213293,20223257,20213288,20143387,20146409,20177069,20166444,20231545,20224895,20283117,20332997,20278865,20472164,20453178,20509134,,,30347808,22388139,20486335,20199615,20310457,20093766,20213293,20223257,20213288,20143387,20146409,20177069,20166444,20231545,20224895,20283117,20332997,20278865,20472164,20453178,20509134
30347918,22388255,20494290,20203575,20310887,20094831,20213889,20223290,20213402,20143618,20147811,20178490,20166485,20233795,20225001,20283398,20335700,20279342,20472919,20453526,20509225,,,30347918,22388255,20494290,20203575,20310887,20094831,20213889,20223290,20213402,20143618,20147811,20178490,20166485,20233795,20225001,20283398,20335700,20279342,20472919,20453526,20509225
30348220,22388504,20504959,20204011,20315473,20097443,20214162,20224549,20214383,20143856,20148242,20180154,20167407,20233941,20225015,20285200,20337167,20279842,20473220,20453609,20509454,,,30348220,22388504,20504959,20204011,20315473,20097443,20214162,20224549,20214383,20143856,20148242,20180154,20167407,20233941,20225015,20285200,20337167,20279842,20473220,20453609,20509454
30350012,22388962,20518590,20204029,20324915,20097558,20214585,20225889,20217814,20147334,20150128,20180186,20168652,20236012,20228118,20285709,20338063,20280246,20474531,20456201,20509879,,,30350012,22388962,20518590,20204029,20324915,20097558,20214585,20225889,20217814,20147334,20150128,20180186,20168652,20236012,20228118,20285709,20338063,20280246,20474531,20456201,20509879
30354211,22389816,20527287,20204503,20327683,20100088,20215850,20226306,20218551,20147785,20150587,20181386,20168768,20238794,20228868,20286617,20338866,20280922,20475613,20459657,20514452,,,30354211,22389816,20527287,20204503,20327683,20100088,20215850,20226306,20218551,20147785,20150587,20181386,20168768,20238794,20228868,20286617,20338866,20280922,20475613,20459657,20514452
30354269,22389995,20556300,20204697,20329765,20100442,20217426,20226842,20219653,20148138,20151684,20181655,20168896,20238881,20228917,20287580,20339496,20281736,20479831,20469584,20516167,,,30354269,22389995,20556300,20204697,20329765,20100442,20217426,20226842,20219653,20148138,20151684,20181655,20168896,20238881,20228917,20287580,20339496,20281736,20479831,20469584,20516167
30354655,22390724,20568722,20205428,20330202,20100792,20217837,20227205,20219690,20149271,20152244,20183568,20170998,20240438,20228943,20290300,20339549,20282235,20483551,20470700,20516260,,,30354655,22390724,20568722,20205428,20330202,20100792,20217837,20227205,20219690,20149271,20152244,20183568,20170998,20240438,20228943,20290300,20339549,20282235,20483551,20470700,20516260
30354782,22390914,20585649,20208069,20337369,20101396,20218227,20228086,20219803,20150476,20153038,20184236,20171717,20243376,20229511,20291820,20341164,20282245,20483584,20472637,20516412,,,30354782,22390914,20585649,20208069,20337369,20101396,20218227,20228086,20219803,20150476,20153038,20184236,20171717,20243376,20229511,20291820,20341164,20282245,20483584,20472637,20516412
30354990,22391381,20591296,20208314,20351685,20101807,20218289,20228284,20220175,20151710,20153695,20184663,20172066,20244323,20230119,20292041,20341272,20282459,20483794,20477347,20520596,,,30354990,22391381,20591296,20208314,20351685,20101807,20218289,20228284,20220175,20151710,20153695,20184663,20172066,20244323,20230119,20292041,20341272,20282459,20483794,20477347,20520596
30355220,22391723,20597626,20208590,20360438,20103155,20218889,20228437,20221028,20151919,20154479,20186593,20172126,20244382,20233110,20293647,20342013,20286798,20484471,20477549,20520818,,,30355220,22391723,20597626,20208590,20360438,20103155,20218889,20228437,20221028,20151919,20154479,20186593,20172126,20244382,20233110,20293647,20342013,20286798,20484471,20477549,20520818
30356177,22392219,20604757,20211665,20383641,20103696,20219010,20230289,20221189,20152197,20155709,20186811,20172361,20244534,20233392,20294080,20342045,20287640,20484696,20480337,20521680,,,30356177,22392219,20604757,20211665,20383641,20103696,20219010,20230289,20221189,20152197,20155709,20186811,20172361,20244534,20233392,20294080,20342045,20287640,20484696,20480337,20521680
30356511,22392528,20618110,20212650,20384066,20105218,20219220,20231149,20221377,20152312,20155794,20187240,20172652,20245521,20235008,20294304,20343822,20290092,20485364,20481861,20524962,,,30356511,22392528,20618110,20212650,20384066,20105218,20219220,20231149,20221377,20152312,20155794,20187240,20172652,20245521,20235008,20294304,20343822,20290092,20485364,20481861,20524962
30357025,22393092,20618174,20213214,20390146,20106368,20219371,20232526,20222740,20152607,20156254,20188245,20173318,20245636,20235131,20296388,20348087,20290524,20485814,20482059,20525678,,,30357025,22393092,20618174,20213214,20390146,20106368,20219371,20232526,20222740,20152607,20156254,20188245,20173318,20245636,20235131,20296388,20348087,20290524,20485814,20482059,20525678
30357544,22393216,20620724,20214007,20393183,20107373,20220549,20232997,20224435,20152694,20156280,20188643,20174137,20246543,20235983,20296730,20348595,20293263,20487446,20482236,20525880,,,30357544,22393216,20620724,20214007,20393183,20107373,20220549,20232997,20224435,20152694,20156280,20188643,20174137,20246543,20235983,20296730,20348595,20293263,20487446,20482236,20525880
30358090,22393762,20627742,20214077,20406505,20110066,20221832,20233583,20225012,20153987,20156817,20189839,20175819,20248476,20236808,20296763,20349770,20295393,20488395,20484378,20525943,,,30358090,22393762,20627742,20214077,20406505,20110066,20221832,20233583,20225012,20153987,20156817,20189839,20175819,20248476,20236808,20296763,20349770,20295393,20488395,20484378,20525943
30360338,22393911,20628122,20215300,20409576,20111058,20223279,20233801,20225320,20154340,20158213,20191071,20178611,20252399,20238382,20297128,20350032,20298041,20489382,20484927,20528852,,,30360338,22393911,20628122,20215300,20409576,20111058,20223279,20233801,20225320,20154340,20158213,20191071,20178611,20252399,20238382,20297128,20350032,20298041,20489382,20484927,20528852
30360683,22394112,20650527,20215340,20412976,20111593,20223377,20234184,20225345,20155420,20158631,20194682,20179262,20252405,20238384,20297682,20350533,20299672,20490895,20486815,20529522,,,30360683,22394112,20650527,20215340,20412976,20111593,20223377,20234184,20225345,20155420,20158631,20194682,20179262,20252405,20238384,20297682,20350533,20299672,20490895,20486815,20529522
30360904,22394207,20657288,20215730,20414163,20112755,20223552,20235122,20226824,20156480,20159264,20194939,20179620,20254896,20238927,20297969,20353361,20302192,20491048,20486918,20534933,,,30360904,22394207,20657288,20215730,20414163,20112755,20223552,20235122,20226824,20156480,20159264,20194939,20179620,20254896,20238927,20297969,20353361,20302192,20491048,20486918,20534933
30362288,22394281,20659715,20215735,20420134,20115298,20223557,20235866,20227604,20156665,20159308,20195252,20179683,20255381,20239395,20298391,20354534,20302681,20491981,20487176,20535098,,,30362288,22394281,20659715,20215735,20420134,20115298,20223557,20235866,20227604,20156665,20159308,20195252,20179683,20255381,20239395,20298391,20354534,20302681,20491981,20487176,20535098
30362413,22394546,20682121,20215789,20426045,20117792,20224459,20236437,20228153,20156895,20159870,20196202,20179879,20257226,20242331,20299985,20354793,20302864,20492866,20488196,20535310,,,30362413,22394546,20682121,20215789,20426045,20117792,20224459,20236437,20228153,20156895,20159870,20196202,20179879,20257226,20242331,20299985,20354793,20302864,20492866,20488196,20535310
30364497,22394773,20690619,20216087,20426257,20118020,20225108,20238164,20229068,20157244,20160423,20198925,20181958,20258372,20242763,20300110,20354967,20303103,20495572,20489830,20535411,,,30364497,22394773,20690619,20216087,20426257,20118020,20225108,20238164,20229068,20157244,20160423,20198925,20181958,20258372,20242763,20300110,20354967,20303103,20495572,20489830,20535411
30365404,22395076,20697746,20216683,20426361,20118377,20225421,20238401,20229074,20157482,20161238,20199439,20183159,20260477,20243057,20303740,20356158,20303377,20497615,20490018,20535449,,,30365404,22395076,20697746,20216683,20426361,20118377,20225421,20238401,20229074,20157482,20161238,20199439,20183159,20260477,20243057,20303740,20356158,20303377,20497615,20490018,20535449
30365739,22395335,20701417,20217069,20426418,20119093,20225466,20238929,20229105,20157661,20164813,20200672,20183891,20260661,20243764,20306579,20357544,20304189,20498303,20491257,20538396,,,30365739,22395335,20701417,20217069,20426418,20119093,20225466,20238929,20229105,20157661,20164813,20200672,20183891,20260661,20243764,20306579,20357544,20304189,20498303,20491257,20538396
30368861,22395497,20720005,20217232,20427811,20119835,20225688,20238978,20229681,20158930,20164833,20201831,20184596,20262961,20244109,20308577,20358123,20305897,20499496,20491511,20539276,,,30368861,22395497,20720005,20217232,20427811,20119835,20225688,20238978,20229681,20158930,20164833,20201831,20184596,20262961,20244109,20308577,20358123,20305897,20499496,20491511,20539276
30369466,22395938,20722563,20218588,20429277,20121678,20226491,20239096,20230183,20161976,20165573,20203890,20185038,20263004,20244331,20308925,20359232,20306472,20499545,20495009,20540017,,,30369466,22395938,20722563,20218588,20429277,20121678,20226491,20239096,20230183,20161976,20165573,20203890,20185038,20263004,20244331,20308925,20359232,20306472,20499545,20495009,20540017
30369688,22396139,20723668,20218903,20440139,20122409,20227211,20239698,20230995,20162716,20165761,20204295,20188162,20263763,20246008,20312193,20360176,20307911,20500708,20495658,20541267,,,30369688,22396139,20723668,20218903,20440139,20122409,20227211,20239698,20230995,20162716,20165761,20204295,20188162,20263763,20246008,20312193,20360176,20307911,20500708,20495658,20541267
30369920,22396175,20725123,20219254,20442832,20122891,20228275,20240348,20235017,20162782,20166637,20205367,20188392,20266182,20248609,20312803,20361085,20309195,20503265,20496707,20541319,,,30369920,22396175,20725123,20219254,20442832,20122891,20228275,20240348,20235017,20162782,20166637,20205367,20188392,20266182,20248609,20312803,20361085,20309195,20503265,20496707,20541319
